Serial,Episode_Title,Image_URL,Description,Mode,Video_URL,Number,year,airdate,runtime,Visibility,Linked Series,Linked Episode
Series_Trailers,Series 3 – Mid Series Trailer,https://i.ytimg.com/vi/spwrBPXj9zQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDpeSvtTld5I3W8vPzAU6SHxYIZng,Trailer for the second half of Series 3.,Youtube,spwrBPXj9zQ,1466,2007,2007-05-05,1,Shown,Series_3,
Next_Time_Trailers,Next Time – 3.8,https://i.ytimg.com/vi/qeMWpWIBeSk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCZ4G7DJrLy-K2DPH943cUZwaeasg,Next Time Trailer for Human Nature.,Youtube,qeMWpWIBeSk,1467,2007,2007-05-19,1,Shown,Series_3,Human Nature
Next_Time_Trailers,Next Time – 3.9,https://i.ytimg.com/vi/4wzidk9Bu70/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA5cpn_q6vWo06SwNBPNAYc1gYFYw,Next Time Trailer for The Family of Blood.,Youtube,4wzidk9Bu70,1468,2007,2007-05-26,1,Shown,Series_3,The Family of Blood
Next_Time_Trailers,Next Time – 3.10,https://i.ytimg.com/vi/byG5loQSR8w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDcZnqFTsp-IpOBtPp73akOMi___w,Next Time Trailer for Blink.,Youtube,byG5loQSR8w,1469,2007,2007-06-02,1,Shown,Series_3,Blink
Next_Time_Trailers,Next Time – 3.11,https://i.ytimg.com/vi/-2xPXd6LO9U/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDwAgi_eCSPnngqFtwgmvxjdzcVuw,Next Time Trailer for Utopia.,Youtube,-2xPXd6LO9U,1470,2007,2007-06-09,1,Shown,Series_3,Utopia
Next_Time_Trailers,Next Time – 3.12,https://i.ytimg.com/vi/ideZZwzBdWo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaho7gnzYqtKbQEMVMxUCm6aNlOA,Next Time Trailer for The Sound of Drums.,Youtube,ideZZwzBdWo,1471,2007,2007-06-16,1,Shown,Series_3,The Sound of Drums
Next_Time_Trailers,Next Time – 3.13,https://i.ytimg.com/vi/W-GUN3RiNjg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAcMX6aNQJfhWM4lyCfSBkfDAxOUg,Next Time Trailer for Last of the Time Lords.,Youtube,W-GUN3RiNjg,1472,2007,2007-06-23,1,Shown,Series_3,Last of the Time Lords
Outtakes,Series 3 – Outtakes,https://i.ytimg.com/vi/26UvsRZSqTY/hqdefault.jpg?sqp=-oaymwE2COADEI4CSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAt4DigIMCAAQARhlIE8oQTAP&rs=AOn4CLDJsfV36xFJAPLIypf-amJ_yIjz1w,Outtakes from the Series 3 DVD.,Youtube,26UvsRZSqTY,1473,2007,2007-11-05,6,Shown,Series_3,
Episode_Trailers,Christmas 2007 – Trailer,https://i.ytimg.com/vi/z41UF44BAF8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAfkKIXKj_F82P9rL6K9a1075kjOA,Trailer for Voyage of the Damned (2007).,Youtube,z41UF44BAF8,1474,2007,2007-12-17,1,Shown,Series_3,Voyage of the Damned
Idents,Clyde Langer CBBC Ident,https://tardis.wiki/images/Tardis_images/c/c9/CBBC_ident.jpg,CBBC Ident featuring Clyde Langer from The Sarah Jane Adventures.,Youtube,q3P-F63uo4A,1475,2007,2007-06-01,1,Shown,Sarah Jane Adventures – Series 1,
Series_Trailers,Series 4 – Initial Trailer – Christmas 2007,https://i.ytimg.com/vi/rlygadz4Lmo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA4yQRps82ploOwMFV3dFeh7HqUYg,Initial Trailer for Series 4.,Youtube,rlygadz4Lmo,1476,2007,2007-12-25,1,Shown,Series_4,
Series_Trailers,Series 4 – Preview Trailer,https://i.ytimg.com/vi/hYREDtQa5I8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAv46R8E0U7h89Uf6yfspi1sCEjTQ,Trailer for Series 4.,Youtube,hYREDtQa5I8,1477,2008,2008-03-21,2,Shown,Series_4,
Next_Time_Trailers,Next Time – 4.2,https://i.ytimg.com/vi/4ShHe4N2j7U/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gOAAqACigIMCAAQARhTIFQoZTAP&rs=AOn4CLAz-3g06HdfqEQmh2TbdFEEQrMbAw,Next Time Trailer for The Fires of Pompeii.,Youtube,4ShHe4N2j7U,1479,2008,2008-04-05,1,Shown,Series_4,The Fires of Pompeii
Next_Time_Trailers,Next Time – 4.3,https://i.ytimg.com/vi/uun6-R3ej1k/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA24bmtc4Yq_STyQmnlcCIetl-tpQ,Next Time Trailer for Planet of the Ood.,Youtube,uun6-R3ej1k,1480,2008,2008-04-12,1,Shown,Series_4,Planet of the Ood
Next_Time_Trailers,Next Time – 4.4,https://i.ytimg.com/vi/rc695dS7Dkc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDglCyWjGZSMvvmnMRbkbs9BD_nrQ,Next Time Trailer for The Sontaran Experiment.,Youtube,rc695dS7Dkc,1481,2008,2008-04-19,1,Shown,Series_4,The Sontaran Stratagem
Next_Time_Trailers,Next Time – 4.5,https://i.ytimg.com/vi/uN5vkhSFCm8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBD1xcD-dqTwGXEXOkJukWZPXOtVg,Next Time Trailer for The Poison Sky.,Youtube,uN5vkhSFCm8,1482,2008,2008-04-26,1,Shown,Series_4,The Poison Sky
Next_Time_Trailers,Next Time – 4.6,https://i.ytimg.com/vi/TDV0qRjyGvM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCwDEnaaWCrkuPDq3MI_iPwqg0qSw,Next Time Trailer for The Doctor’s Daughter.,Youtube,TDV0qRjyGvM,1483,2008,2008-05-03,1,Shown,Series_4,The Doctor’s Daughter
Next_Time_Trailers,Next Time – 4.7,https://i.ytimg.com/vi/-rr4zmC861M/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAApYDigIMCAAQARhyIE4oPTAP&rs=AOn4CLDv4KiuSlZt4Vli-43X3GdpxvCI8A,Next Time Trailer for The Unicorn and the Wasp.,Youtube,-rr4zmC861M,1484,2008,2008-05-10,1,Shown,Series_4,The Unicorn and the Wasp
Next_Time_Trailers,Next Time – 4.8,https://i.ytimg.com/vi/Vvn0FL8Lop0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCBelbNlZObtJrm6BY1yfY2hz7XVA,Next Time Trailer for Silence in the Library.,Youtube,Vvn0FL8Lop0,1485,2008,2008-05-17,1,Shown,Series_4,Silence in the Library
Series_Trailers,Series 4 – Mid Series Trailer,https://i.ytimg.com/vi/8KPqlscQ-LI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDfDdmvvZevAYEmW91RRaeZO82sZA,Mid Series Trailer for Series 4 – Aired because Eurovision delayed the broadcast of Episode 8 by a week.,Youtube,8KPqlscQ-LI,1486,2008,2008-05-23,1,Shown,Series_4,
Next_Time_Trailers,Next Time – 4.9,https://i.ytimg.com/vi/vnqaZ6suo54/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAApYDigIMCAAQARh_IEMoLjAP&rs=AOn4CLBFM5wMXRfJiUhwTJ_58-mZIQWx1Q,Next Time Trailer for Forest of the Dead.,Youtube,vnqaZ6suo54,1487,2008,2008-05-31,1,Shown,Series_4,Forest of the Dead
Next_Time_Trailers,Next Time – 4.10,https://i.ytimg.com/vi/Zi_5SUH8xho/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC9oHjFnFPR7yOozkKTx0S4FoO_sA,Next Time Trailer for Midnight.,Youtube,Zi_5SUH8xho,1488,2008,2008-06-07,1,Shown,Series_4,Midnight
Next_Time_Trailers,Next Time – 4.11,https://i.ytimg.com/vi/9yfSzMbNDBw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBfqdIiUZV_k0bM2L32tLcnHqQFKA,Next Time Trailer for Turn Left.,Youtube,9yfSzMbNDBw,1489,2008,2008-06-14,1,Shown,Series_4,Turn Left
Next_Time_Trailers,Next Time – 4.12,https://i.ytimg.com/vi/G_ppwFhsSyM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBgqrodb6PNv3NnZARdJsmx1q2gNw,Next Time Trailer for The Stolen Earth.,Youtube,G_ppwFhsSyM,1490,2008,2008-06-21,1,Shown,Series_4,The Stolen Earth
Channel_Trailers,Christmas 2008 – BBC Christmas Drama Trailer,https://i.ytimg.com/vi/QxDf0F8uQFk/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBn7CzPh50O2R5iGj7MI8EuJFOJbA,Trailer for Christmas Dramas on the BBC during 2008 including Doctor Who.,Youtube,QxDf0F8uQFk,1491,2008,2008-12-01,1,Shown,Series_4,The Next Doctor
Episode_Trailers,Christmas 2008 – Trailer,https://i.ytimg.com/vi/EhMbWeIqUFc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAXCGCeyrZPMQMiDR6Vyxe8VqjzEA,Trailer for The Next Doctor.,Youtube,EhMbWeIqUFc,1492,2008,2008-10-30,1,Shown,Series_4,The Next Doctor
Teasers,Meet the New Doctor Teaser - Doctor Who Confidential: The Eleventh Doctor,https://i.ytimg.com/vi/kl6lMClFu8c/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBzgWAApYDigIMCAAQARhyIFcoLzAP&rs=AOn4CLCLbarn3q0VUQnniPmH3P0pwYIsbw,"Teaser for Doctor Who Confidential: The Eleventh Doctor, which would announce Matt Smith as the actor to take on the role.",Youtube,kl6lMClFu8c,1493,2009,2009-01-02,1,Shown,Series_5,The Eleventh Hour
Episode_Trailers,Planet of the Dead – Trailer,https://i.ytimg.com/vi/v1HlwGl2EwI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5tcUnX6hYbPxm4ythOfMmXxGdaQ,Trailer for Planet of the Dead.,Youtube,v1HlwGl2EwI,1494,2009,2009-04-02,1,Shown,Series_4,Planet of the Dead
Next_Time_Trailers,Next Time – The Waters of Mars,https://i.ytimg.com/an_webp/_nP4WdaRgac/mqdefault_6s.webp?du=3000&sqp=CLvchrAG&rs=AOn4CLCffTDDnCgk0yrp5fcWvfmuijB0qw,Next Time Trailer for The Waters of Mars.,Youtube,_nP4WdaRgac,1495,2009,2009-04-11,1,Shown,Series_4,The Waters of Mars
Episode_Trailers,The Waters of Mars – Trailer,https://i.ytimg.com/vi/5YyNly0uEmA/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARhlIF8oRDAP&rs=AOn4CLDHepSJrbxDx85EoD_yANl1KwWkog,Trailer for The Waters of Mars.,Youtube,5YyNly0uEmA,1496,2009,2009-11-04,1,Shown,Series_4,The Waters of Mars
Next_Time_Trailers,The End of Time Part 1 – Next Time Trailer,https://i.ytimg.com/vi/47j-6bKd3N0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLChAbMSqkUViNDIGs_-xBmdxDQNtQ,Trailer for The End of Time Part 1 played at the end of The Waters of Mars.,Youtube,47j-6bKd3N0,1497,2009,2009-11-15,1,Shown,Series_4,The End of Time Part One
Channel_Trailers,Christmas 2009 – BBC Christmas Drama Trailer,https://i.ytimg.com/vi/SmpYvEoWZLI/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC8IEAi9LGkuPmG3AyjtvGNUtvGrA,Trailer for Christmas Dramas on the BBC during 2009 including Doctor Who.,Youtube,SmpYvEoWZLI,1498,2009,2009-12-04,1,Shown,Series_4,The End of Time Part One
Episode_Trailers,The End of Time Part 1 – Trailer,https://tardis.wiki/images/Tardis_images/6/67/DOCTORWHOx417x828-1-.jpg,Trailer for The End of Time Part 1.,Youtube,NFoCQSis9uU,1499,2009,2009-12-05,1,Shown,Series_4,The End of Time Part One
Episode_Trailers,The End of Time Part 2 – Trailer,https://i.ytimg.com/vi/oxQb8LIRQ98/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDi7E53cE-_rfh3psXHqLPwK7RIEA,Trailer for The End of Time Part 2.,Youtube,oxQb8LIRQ98,1500,2009,2009-12-25,1,Shown,Series_4,The End of Time Part Two
Idents,Christmas 2009 Idents – The Doctor and the Reindeer,https://tardis.wiki/images/Tardis_images/3/30/The_Doctor_and_the_Reindeer_5.jpg,"Ident featuring the Doctor and the TARDIS being flown by reindeer. Although higher quality streams exist on Youtube, this is the only one to feature all 2009 Idents. Ignore the first 10 Seconds as this is for 2005.",Youtube,fx5_q1GiN7Y&t=10s,1501,2009,2009-12-04,1,Shown,Series_4,The End of Time Part One
Series_Trailers,Series 5 – Preview Trailer,https://i.ytimg.com/vi/UnPUF8an-XE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA3OIrBPogZ-9qSNYPl0ylQys4qKw,Trailer for Series 5.,Youtube,UnPUF8an-XE,1502,2010,2010-01-01,1,Shown,Series_5,
Next_Time_Trailers,Next Time – 5.3,https://i.ytimg.com/vi/ZbcuOm3YNSc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCDYcpMlKujcAnyD_1D2TglxiRh5g,Next Time Trailer for Victory of the Daleks.,Youtube,ZbcuOm3YNSc,1504,2010,2010-04-10,1,Shown,Series_5,Victory of the Daleks
Next_Time_Trailers,Next Time – 5.4,https://i.ytimg.com/vi/2jsHdD-nAf8/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gSAAugCigIMCAAQARhlIF4oTTAP&rs=AOn4CLBNy-BcBLMHDz8PA7fO0r8x74xYoA,Next Time Trailer for Flesh and Stone.,Youtube,2jsHdD-nAf8,1505,2010,2010-04-17,1,Shown,Series_5,Flesh and Stone
Next_Time_Trailers,Next Time – 5.7,https://i.ytimg.com/vi/FDKva5s39kU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDDbEsYbzer_RsepAoSbhscYi1BBQ,Next Time Trailer for Amy’s Choice.,Youtube,FDKva5s39kU,1506,2010,2010-05-08,1,Shown,Series_5,Amy’s Choice
Next_Time_Trailers,Next Time – 5.8,https://i.ytimg.com/vi/o4-UVk5vaWc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDPfxUwhvmu9FhpNcviyQM3a7sdEA,Next Time Trailer for The Hungry Earth.,Youtube,o4-UVk5vaWc,1507,2010,2010-05-15,1,Shown,Series_5,The Hungry Earth
Next_Time_Trailers,Next Time – 5.9,https://i.ytimg.com/vi/--2cNn9Jgrk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCJas_RPIkKyiyz-VZ9JMOIFP4mrQ,Next Time Trailer for Cold Blood.,Youtube,--2cNn9Jgrk,1508,2010,2010-05-22,1,Shown,Series_5,Cold Blood
Next_Time_Trailers,Next Time – 5.10,https://i.ytimg.com/vi/I8PkCEc1Fjo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBkQWTsB88H53vJnLQE9VSkodx5qw,Next Time Trailer for Vincent and the Doctor.,Youtube,I8PkCEc1Fjo,1509,2010,2010-05-29,1,Shown,Series_5,Vincent and the Doctor
Next_Time_Trailers,Next Time – 5.11,https://i.ytimg.com/vi/btZh87_T11M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDH8UeW16KAdCiQTnAGnYa7XI9IOw,Next Time Trailer for The Lodger.,Youtube,btZh87_T11M,1510,2010,2010-06-05,1,Shown,Series_5,The Lodger
Next_Time_Trailers,Next Time – 5.12,https://i.ytimg.com/vi/_ULT6x_LVhs/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gSAAugCigIMCAAQARggIE0ofzAP&rs=AOn4CLC3spS3tsdOeJR25BfTzT5wjeisyQ,Next Time Trailer for The Pandorica Opens.,Youtube,_ULT6x_LVhs,1511,2010,2010-06-12,2,Shown,Series_5,The Pandorica Opens
Outtakes,Series 5 – Outtakes,https://i.ytimg.com/vi/gaWGyOwNIC0/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCMC5QGqSdkAWC_BV42xrw6vQVnwg,Outtakes from the Series 5 Blu-Ray.,Youtube,gaWGyOwNIC0,1512,2010,2010-11-08,8,Shown,Series_5,
Channel_Trailers,Christmas 2010 – BBC Christmas Drama Trailer,https://i.ytimg.com/vi/01FJQL7jThs/hqdefault.jpg?sqp=-oaymwE2COADEI4CSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gSAAuADigIMCAAQARh_IDUoITAP&rs=AOn4CLCjkWOVl4gI_uv81R3Hh4muptjEsQ,Trailer for Christmas Dramas on the BBC during 2010 including Doctor Who.,Youtube,01FJQL7jThs,1513,2010,2010-12-06,1,Shown,Series_5,A Christmas Carol
Channel_Trailers,Christmas 2010 – Christmas on Skaro,https://tardis.wiki/images/Tardis_images/c/cc/Supreme_Dalek_in_Airport.jpg,Short Video featuring Daleks in a crossover with mockumentary show Come Fly With Me.,Youtube,4yUdgtkJLe0,1514,2010,2010-12-09,1,Shown,Series_5,
Series_Trailers,Series 6 – Trailer,https://i.ytimg.com/vi/9vIsQ25Krq8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBLbvoYBDjzsEVklDF3PDmoVa5A7g,Trailer for Series 6.,Youtube,9vIsQ25Krq8,1515,2011,2011-03-30,1,Shown,Series_6,
Teasers,Series 6 – Time Runs Out,https://i.ytimg.com/vi/5D3UIKGcp7Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBCSKk8fV-slgmFfrAmAZIER1e_nQ,Teaser for Series 6.,Youtube,5D3UIKGcp7Y,1516,2011,2011-06-10,1,Shown,Series_6,
Next_Time_Trailers,Next Time – 6.2,https://i.ytimg.com/vi/WUAXzU5Ez3E/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAzAa5I9Sj3GLg8YarFX2dZYtu1XQ,Next Time Trailer for Day of the Moon.,Youtube,WUAXzU5Ez3E,1517,2011,2011-04-23,1,Shown,Series_6,Day of the Moon
Next_Time_Trailers,Next Time – 6.3,https://i.ytimg.com/vi/KewaOMtlxoA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBcHnNv0Sgnj6i1N-9SMOzjtzVikw,Next Time Trailer for The Curse of the Black Spot.,Youtube,KewaOMtlxoA,1518,2011,2011-04-30,1,Shown,Series_6,The Curse of the Black Spot
Next_Time_Trailers,Next Time – 6.4,https://i.ytimg.com/vi/D6VLCVRF_S0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAhqB2Z7uAtjWFe8wJHBHDX91wWpQ,Next Time Trailer for The Doctor’s Wife.,Youtube,D6VLCVRF_S0,1519,2011,2011-05-07,1,Shown,Series_6,The Doctor’s Wife
Next_Time_Trailers,Next Time – 6.5,https://i.ytimg.com/vi/UbE2waEsfks/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBK_i8mgO2da0OnKA39Jb159eK7Tw,Next Time Trailer for The Rebel Flesh.,Youtube,UbE2waEsfks,1520,2011,2011-05-14,1,Shown,Series_6,The Rebel Flesh
Series_Trailers,Series 6 – Mid Series Trailer,https://i.ytimg.com/vi/szw0dyFtJqk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBg9IM0zHkKoYxTxLtcMTerEHQu7Q,Mid Series Trailer for Series 6.,Youtube,szw0dyFtJqk,1521,2011,2011-08-04,1,Shown,Series_6,
Next_Time_Trailers,Next Time – 6.9,https://i.ytimg.com/vi/cbhGsj9ftVM/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gSAAugCigIMCAAQARhlIGIoODAP&rs=AOn4CLBFC5Fhu_CjdOSU0n3mPpVB2KRamg,Next Time Trailer for Night Terrors.,Youtube,cbhGsj9ftVM,1522,2011,2011-08-27,1,Shown,Series_6,Night Terrors
Next_Time_Trailers,Next Time – 6.10,https://i.ytimg.com/vi/HWPRd6KScwQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCxla_W6KK3g_6nou4mq-dr5f9Q6w,Next Time Trailer for The Girl Who Waited.,Youtube,HWPRd6KScwQ,1523,2011,2011-09-03,1,Shown,Series_6,The Girl Who Waited
Next_Time_Trailers,Next Time – 6.11,https://i.ytimg.com/vi/jPaqUSqA91M/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA08-YMBIDfOQFMnoL-3OIjLOTa0w,Next Time Trailer for The God Complex.,Youtube,jPaqUSqA91M,1524,2011,2011-09-10,1,Shown,Series_6,The God Complex
Next_Time_Trailers,Next Time – 6.12,https://i.ytimg.com/vi/BlyRHbl-fvQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBTwz9Ia54-7uCMQ8B99OH8v10m5Q,Next Time Trailer for Closing Time.,Youtube,BlyRHbl-fvQ,1525,2011,2011-09-17,1,Shown,Series_6,Closing Time
Next_Time_Trailers,Next Time – 6.13,https://i.ytimg.com/vi/0nxRbQ9CvJ4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAZcb7gRpIPxkwo8XPc3EZBgGZtVQ,Next Time Trailer for The Wedding of River Song.,Youtube,orfHRu80CPE,1526,2011,2011-09-24,1,Shown,Series_6,The Wedding of River Song
Channel_Trailers,Christmas 2011 – Consider Yourself,https://tardis.wiki/images/Tardis_images/6/6c/Consider_yourself_group_inside_house.jpg,"While not specific to Doctor Who, this trailer contains Matt Smith, Karen Gillan and a Cyberman.",Youtube,loNQgax53Jk,1528,2011,2011-11-25,1,Shown,Series_6,
Channel_Trailers,Christmas 2011 – BBC Christmas Drama Trailer,https://i.ytimg.com/vi/ygTwSjH5Vq0/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA1weG-jgQ_eoIARyiZ1uitdxfFVw,Trailer for Christmas Dramas on the BBC during 2011 including Doctor Who.,Youtube,ygTwSjH5Vq0,1527,2011,2011-12-03,1,Shown,Series_6,"The Doctor, the Widow and the Wardrobe"
Episode_Trailers,Christmas 2011 – Trailer,https://i.ytimg.com/vi/VrFTmH3m7jY/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAI6zda5zASdGdHd2k0OhxXwHMNlg,"Trailer for The Doctor, The Widow and the Wardrobe.",Youtube,VrFTmH3m7jY,1529,2011,2011-11-19,1,Shown,Series_6,"The Doctor, the Widow and the Wardrobe"
Episode_Trailers,Christmas 2011 – Trailer,https://i.ytimg.com/vi/tCf26ClYPec/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBwQEwN_RiLttmQxZEC3ZUqbZT61A,"Trailer for The Doctor, The Widow and the Wardrobe.",Youtube,tCf26ClYPec,1529,2011,2011-12-13,1,Shown,Series_6,"The Doctor, the Widow and the Wardrobe"
Series_Trailers,Series 7 Part 1 – Trailer,https://i.ytimg.com/vi/9439wM3kza8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAmJOYOH47Ea8Y48EbIyT0stUFDAQ,Trailer for Series 7 Part 1.,Youtube,9439wM3kza8,1530,2012,2012-03-26,1,Shown,Series_7,
Series_Trailers,Series 7 Part 1 – Trailer,https://i.ytimg.com/vi/qrEUBl2pacU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBSOUWtE5BV5LEFcgB2jMycwwx2Pg,Trailer for Series 7 Part 1.,Youtube,qrEUBl2pacU,1530,2012,2012-08-02,2,Shown,Series_7,
Next_Time_Trailers,Next Time – 7.2,https://i.ytimg.com/vi/Y6vH7EpPhMQ/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB1AaAAuADigIMCAAQARgXIGEofzAP&rs=AOn4CLBdX4q8J7qbul-2np6HI9Rk7eJ6nA,Next Time Trailer for Dinosaurs on a Spaceship.,Youtube,Y6vH7EpPhMQ,1531,2012,2012-09-01,1,Shown,Series_7,Dinosaurs on a Spaceship
